activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyAccMag-mean(),tGravityAccMag-mean(),tBodyAccJerkMag-mean(),tBodyGyroMag-mean(),tBodyGyroJerkMag-mean(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyAccMag-mean(),fBodyBodyAccJerkMag-mean(),fBodyBodyGyroMag-mean(),fBodyBodyGyroJerkMag-mean()
SITTING,0.27853273,-0.016891034,-0.10731219,0.64930418,0.52947111,0.25527318,0.077468705,0.012522562,-0.0060023755,-0.027480273,-0.074654448,0.0822555,-0.096936025,-0.043209994,-0.051085916,-0.99827992,-0.99827992,-0.99858329,-0.99684563,-0.9982562,-0.99797304,-0.99175999,-0.99800932,-0.99819255,-0.99363354,-0.99800388,-0.99666315,-0.99551672,-0.99639921,-1.0,-0.99934821,-0.99705087,-0.99825799
SITTING,0.27880166,-0.017873899,-0.10568703,0.64956831,0.52959908,0.25554097,0.075099132,0.0085888183,-0.0027659994,-0.028460299,-0.073833153,0.083378414,-0.097867744,-0.039327847,-0.052284455,-0.99785998,-0.99785998,-0.99855762,-0.99727506,-0.99842706,-0.996567,-0.99447192,-0.99640576,-0.99742658,-0.99562067,-0.99739778,-0.99706115,-0.99671661,-0.99581685,-0.99764762,-0.99994109,-0.99828623,-0.99906599
SITTING,0.27629421,-0.017947208,-0.10649828,0.64991789,0.52916344,0.25663083,0.077942139,0.010522348,0.00052494717,-0.028369907,-0.072277532,0.087327699,-0.10033433,-0.038372403,-0.053926596,-0.99678111,-0.99678111,-0.99578713,-0.99684896,-0.99811255,-0.99533654,-0.99362897,-0.99258699,-0.99560082,-0.99467488,-0.99214939,-0.99713709,-0.99657065,-0.99527426,-0.99463405,-0.99688883,-0.99838514,-0.99893853
SITTING,0.27518179,-0.017433879,-0.10786188,0.64943434,0.52877571,0.25730235,0.076736532,0.011028516,0.0055975658,-0.027889807,-0.071243937,0.086955143,-0.098589168,-0.041452869,-0.057747338,-0.99654125,-0.99654125,-0.99523945,-0.99724521,-0.99833535,-0.9966252,-0.99125885,-0.99304061,-0.99681742,-0.99189418,-0.99190549,-0.99757741,-0.99668044,-0.9966928,-0.99565608,-0.99443383,-0.99817588,-0.99874886
SITTING,0.11851475,0.1523003,-0.13411158,0.93349791,0.17782254,0.13995978,0.042167062,-0.038626571,0.10746409,-0.15929698,-0.22557067,-0.70253142,-0.040477081,-0.071393564,0.14849068,-0.66093729,-0.66093729,-0.93427868,-0.60352492,-0.96064918,-0.91139602,-0.73208512,-0.87058589,-0.93196866,-0.87899088,-0.93349294,-0.91593878,-0.93141351,-0.70392215,-0.80020596,-0.8883732,-0.78796479,-0.93932529
SITTING,0.28685267,-0.022969097,-0.092802664,0.89191824,0.26657024,0.11902743,0.080520019,-0.069251511,0.021348149,-0.11806149,-0.10744754,-0.30043091,-0.079962133,-0.029388905,0.046771473,-0.90892448,-0.90892448,-0.98465831,-0.80077338,-0.98816239,-0.96080506,-0.85187128,-0.97548538,-0.97480714,-0.96654613,-0.97481982,-0.96625285,-0.96486212,-0.85706716,-0.8880899,-0.96574947,-0.89766915,-0.96199531
SITTING,0.29136758,-0.025835907,-0.098165669,0.8880195,0.26995031,0.12755995,0.062506438,0.046987513,-0.010807841,-0.069943233,-0.070833077,-0.058561324,-0.079422033,-0.03451253,0.0073194162,-0.96726315,-0.96726315,-0.99379667,-0.92166004,-0.99640497,-0.98258675,-0.94487821,-0.99148309,-0.9939883,-0.98742347,-0.99404941,-0.97235122,-0.9916029,-0.90452146,-0.96138037,-0.99524621,-0.931505,-0.99751972
SITTING,0.26363105,-0.0077021605,-0.10335738,0.89307908,0.26347193,0.13141447,0.073120957,0.0063527952,-0.0076817417,-0.039509561,-0.059538584,0.083339293,-0.086852298,-0.041919093,-0.02601882,-0.98887907,-0.98887907,-0.99400282,-0.97870094,-0.99729974,-0.99602079,-0.98825191,-0.99259581,-0.99460706,-0.98842898,-0.99358203,-0.98402292,-0.99651426,-0.96589116,-0.99469574,-0.99685695,-0.98510811,-0.99798908
SITTING,0.27428659,-0.013897649,-0.1110198,0.888654,0.26906743,0.13252962,0.07878049,0.0034292413,-0.0028126919,-0.025581354,-0.061107641,0.13244428,-0.095139556,-0.041534961,-0.041364081,-0.99463402,-0.99463402,-0.9936064,-0.98063434,-0.99828419,-0.99644549,-0.9834521,-0.99384746,-0.9961417,-0.9872118,-0.99251494,-0.99535904,-0.99814121,-0.98682619,-0.99546924,-0.99645993,-0.99474926,-0.99865439
SITTING,0.2789072,-0.018954501,-0.10774766,0.88753593,0.27071153,0.1318729,0.077233998,0.016223712,-0.0078624919,-0.02076077,-0.066514672,0.12725446,-0.096438786,-0.044404643,-0.060728463,-0.99694724,-0.99694724,-0.99343465,-0.9823044,-0.99805997,-0.99614742,-0.98845768,-0.99510023,-0.99534807,-0.98589148,-0.99214443,-0.99786877,-0.99626027,-0.98924035,-0.99564408,-0.9934801,-0.99542417,-0.99892835
SITTING,0.27718075,-0.016217595,-0.10990863,0.88788238,0.26996103,0.131981,0.073563608,0.017117665,-0.00084190521,-0.021978395,-0.071609823,0.1110772,-0.099533187,-0.040655318,-0.061153708,-0.99680507,-0.99680507,-0.99363318,-0.9897687,-0.99720838,-0.99574996,-0.9835067,-0.99510603,-0.99486715,-0.98570485,-0.99277281,-0.99671887,-0.99714596,-0.99033775,-0.99266381,-0.99357717,-0.99486547,-0.99834856
SITTING,0.27709863,-0.015086621,-0.11238218,0.88774044,0.27064051,0.13133423,0.080128796,0.003240223,-0.0045448338,-0.025378931,-0.074193151,0.099817334,-0.10128928,-0.039132704,-0.057103874,-0.99666506,-0.99666506,-0.99524828,-0.99418882,-0.99787633,-0.99641666,-0.98740118,-0.993127,-0.99578556,-0.9892283,-0.99364185,-0.99745366,-0.99755202,-0.99029111,-0.9929213,-0.99555196,-0.9954544,-0.99808411
SITTING,0.27595835,-0.014793885,-0.11056086,0.88759888,0.27182208,0.13003033,0.075177552,0.012790318,-0.0017819444,-0.026730594,-0.077045938,0.086019791,-0.099320482,-0.039725832,-0.055250972,-0.99639981,-0.99639981,-0.99518402,-0.99799483,-0.99858671,-0.99665882,-0.99433877,-0.99044028,-0.99588432,-0.99407303,-0.99114295,-0.99881911,-0.99802631,-0.99461641,-0.99518701,-0.99565376,-0.9990924,-0.99855684
SITTING,0.27696654,-0.016500492,-0.10640912,0.88688651,0.27326293,0.12950864,0.073283227,0.0085087161,0.0014556503,-0.027456357,-0.074274407,0.085667033,-0.098382394,-0.039860378,-0.055618976,-0.99449934,-0.99449934,-0.99187221,-0.99671886,-0.99851527,-0.99615982,-0.98214588,-0.98999456,-0.99569307,-0.98238183,-0.98927549,-0.99834757,-0.997439,-0.9929754,-0.99214794,-0.99019833,-0.99806705,-0.9985081
SITTING,0.2773964,-0.01614897,-0.10634705,0.8865381,0.27377514,0.1299632,0.074122045,0.0085576537,0.00071487505,-0.028275077,-0.07195599,0.087716969,-0.095726988,-0.044257431,-0.046649822,-0.99423609,-0.99423609,-0.99189677,-0.99440555,-0.997895,-0.99594858,-0.98149746,-0.98982836,-0.99560963,-0.98184518,-0.9863076,-0.99623704,-0.99529368,-0.98594355,-0.99129902,-0.98778443,-0.9924777,-0.99685831
SITTING,0.27921296,-0.018079464,-0.10649731,0.8868209,0.27374902,0.13025048,0.076694766,0.0078496856,0.0066648908,-0.027962773,-0.07338069,0.087891945,-0.097693591,-0.039171997,-0.057845694,-0.99054001,-0.99054001,-0.99199539,-0.99162962,-0.99583258,-0.99403871,-0.98518411,-0.98202556,-0.99324399,-0.99050359,-0.98645148,-0.99384918,-0.99167098,-0.98548661,-0.98895303,-0.99106939,-0.99057677,-0.99538741
LAYING,0.67188749,-0.014350544,-0.15990356,-0.5471503,0.93596758,0.3271962,-0.016326048,0.068131271,0.064208367,0.040785464,-0.10531439,0.63038827,-0.11120331,-0.011463226,-0.2007382,-0.70219894,-0.70219894,-0.82621445,-0.67317582,-0.84436815,-0.75931676,-0.69150185,-0.83904324,-0.84404983,-0.70379698,-0.88099281,-0.8346173,-0.6817348,-0.65320582,-0.67722128,-0.75893685,-0.63064625,-0.80087183
LAYING,0.28259275,-0.012507555,-0.11008368,-0.4262513,0.93810654,0.30810636,-0.011607537,0.015887133,0.0071303721,0.0016658622,-0.00061130714,0.26972834,-0.10400857,-0.0083820703,-0.12453866,-0.93401777,-0.93401777,-0.97147114,-0.89818105,-0.96789146,-0.8956267,-0.94670856,-0.96540896,-0.96895894,-0.94330172,-0.97429002,-0.96378581,-0.93318818,-0.88959746,-0.86709553,-0.952711,-0.91469985,-0.93593137
LAYING,0.25427198,-0.01674764,-0.11032485,-0.41992019,0.94078964,0.30636587,0.086540674,0.011451079,-0.0090888752,-0.020468189,-0.042906768,0.10062074,-0.10524524,-0.040581747,-0.089452188,-0.97664112,-0.97664112,-0.98928406,-0.96402821,-0.98113983,-0.97735482,-0.98177883,-0.98229361,-0.98663029,-0.98486008,-0.98880849,-0.97812913,-0.97535767,-0.94824766,-0.97730085,-0.98744483,-0.96794384,-0.97962249
LAYING,0.28568946,-0.016547679,-0.11169741,-0.4292608,0.94102295,0.30597696,0.075230717,0.01236953,0.00041878013,-0.032073264,-0.072335842,0.036539765,-0.099087555,-0.044259264,-0.056852715,-0.99287319,-0.99287319,-0.99019533,-0.97474488,-0.98610713,-0.99012713,-0.99238769,-0.98905217,-0.98760564,-0.99194852,-0.9899835,-0.99428257,-0.98152502,-0.98883847,-0.99020143,-0.99048998,-0.98608109,-0.98129348
LAYING,0.27745455,-0.017290036,-0.10755448,-0.42685454,0.94125278,0.30463482,0.074285725,0.010371651,-0.0084952554,-0.032743929,-0.083378066,0.036226355,-0.097955244,-0.04163607,-0.051864248,-0.99576369,-0.99576369,-0.9901037,-0.97773521,-0.99126959,-0.991445,-0.99155277,-0.98978048,-0.98788997,-0.98958156,-0.98863702,-0.99821339,-0.98604637,-0.99322895,-0.99300027,-0.99047546,-0.99246065,-0.98959873
LAYING,0.27635033,-0.016931518,-0.10787462,-0.42668777,0.94145301,0.30463832,0.073139245,0.014542378,0.0025193694,-0.031726307,-0.077500859,0.054748045,-0.098188752,-0.040349083,-0.050132772,-0.99515699,-0.99515699,-0.99195578,-0.98535911,-0.99260323,-0.99107923,-0.99226016,-0.9941248,-0.98901707,-0.991616,-0.99357669,-0.99895437,-0.98886945,-0.98956016,-0.99603937,-0.99544971,-0.99135218,-0.99155144
LAYING,0.27577727,-0.016968301,-0.10413836,-0.427179,0.94168192,0.30514339,0.080437518,0.010008167,0.0038820017,-0.029781283,-0.077559552,0.071480708,-0.0976813,-0.041294209,-0.04781507,-0.99618269,-0.99618269,-0.99326898,-0.99055857,-0.9914572,-0.9908671,-0.99494981,-0.99468085,-0.98996235,-0.9929825,-0.99396582,-0.99685848,-0.98879437,-0.99104147,-0.99636235,-0.99751039,-0.99179425,-0.99196573
LAYING,0.27762025,-0.017905423,-0.11163771,-0.42757555,0.94172507,0.30644227,0.074216491,0.0051011608,0.0034698047,-0.027679369,-0.075483376,0.081168171,-0.098102286,-0.040011617,-0.051713061,-0.99681736,-0.99681736,-0.9932991,-0.99291358,-0.9913284,-0.99428504,-0.99268262,-0.99400452,-0.99287306,-0.99298845,-0.9908561,-0.99696204,-0.98789525,-0.99371679,-0.99491536,-0.99576262,-0.9918893,-0.99064749
LAYING,0.27321662,-0.017481753,-0.1127654,-0.42796722,0.94131723,0.30535511,0.075300827,0.013854218,-0.000387979,-0.027896418,-0.074552175,0.087480977,-0.098306735,-0.04432453,-0.053456097,-0.99676259,-0.99676259,-0.99243086,-0.99258282,-0.98953419,-0.9926511,-0.99367029,-0.99575519,-0.99007457,-0.99292634,-0.99311643,-0.99844825,-0.98582097,-0.99431968,-0.9946845,-0.9956888,-0.98837393,-0.98612636
LAYING,0.27635561,-0.016492129,-0.10889456,-0.42915458,0.94107834,0.30380829,0.08078158,0.014863372,-0.010161721,-0.027617983,-0.077891514,0.088878959,-0.095920834,-0.038520024,-0.052793946,-0.99844419,-0.99844419,-0.99365766,-0.99265506,-0.98826238,-0.99241071,-0.99533621,-0.99738265,-0.99130568,-0.99360235,-0.99461624,-0.99861638,-0.98644652,-0.99680558,-0.99841952,-0.99716807,-0.98828565,-0.98583339
LAYING,0.27438387,-0.016579267,-0.10714079,-0.42942554,0.94144728,0.30319328,0.068620335,0.0044059827,0.0080375645,-0.027749019,-0.070821704,0.087644738,-0.098216657,-0.042407107,-0.052155437,-0.99644052,-0.99644052,-0.99375687,-0.99395324,-0.99140811,-0.99115746,-0.99405562,-0.99266094,-0.99283737,-0.99257554,-0.99301433,-0.99762846,-0.98801368,-0.99717772,-0.995128,-0.99665148,-0.99163939,-0.98932642
LAYING,0.27485073,-0.017676967,-0.10500624,-0.43037411,0.94163721,0.30359638,0.073565499,0.013225796,-0.0027199473,-0.027555087,-0.073949665,0.088648249,-0.099669178,-0.044345603,-0.055899125,-0.99470806,-0.99470806,-0.99115804,-0.99365377,-0.99178208,-0.99061941,-0.9929636,-0.99093057,-0.99100668,-0.98996845,-0.9891975,-0.99711487,-0.98733862,-0.99614434,-0.99309736,-0.99267618,-0.990098,-0.98928173
LAYING,0.28159907,-0.016943396,-0.11124208,-0.43112474,0.94143684,0.30477421,0.075660853,0.014634338,-0.0067354722,-0.027472838,-0.076263304,0.087216043,-0.09641336,-0.035134854,-0.055996609,-0.9951754,-0.9951754,-0.99146739,-0.99377415,-0.99106483,-0.99187038,-0.99210573,-0.99102001,-0.99064172,-0.98906006,-0.98911765,-0.99726099,-0.98532409,-0.99528957,-0.99386255,-0.99155029,-0.98881052,-0.98776245
LAYING,0.27399448,-0.015680152,-0.10982988,-0.43048947,0.9417089,0.30376767,0.074782614,0.0061888385,0.011676099,-0.028551911,-0.064215033,0.085104543,-0.098902742,-0.037135106,-0.053001068,-0.99363712,-0.99363712,-0.99163723,-0.9928363,-0.99159034,-0.99309874,-0.99266618,-0.98519667,-0.99319842,-0.99011329,-0.98508183,-0.99751227,-0.98674408,-0.99535827,-0.99242289,-0.98844252,-0.98913684,-0.98861608
LAYING,0.26692099,-0.01785611,-0.1027338,-0.43225488,0.94226951,0.30367448,0.085643811,-0.00091704767,-0.011986785,-0.028264533,-0.070899732,0.084698381,-0.10415798,-0.033947902,-0.065557153,-0.99211262,-0.99211262,-0.98945995,-0.99005166,-0.98872837,-0.99209157,-0.98987248,-0.98572698,-0.98898926,-0.98554334,-0.98412574,-0.99499723,-0.98308958,-0.99479823,-0.99171754,-0.98493318,-0.98607281,-0.98471237
LAYING,0.07654368,-0.3628841,-0.57618401,-0.50179878,0.49067623,-0.80772951,0.33678139,0.25498937,0.50014373,0.045361057,0.65585432,0.40145353,-0.11174261,-0.1283027,-0.023000992,-0.20400766,-0.20400766,-0.83176921,-0.40966554,-0.80373409,-0.6532483,-0.52099682,-0.39703399,-0.90262776,-0.84986758,-0.72094522,-0.39268452,-0.83229738,-0.80023815,-0.21200473,-0.76739556,-0.57729744,-0.76061318
LAYING,0.33294972,-0.071447245,-0.12362979,-0.57671933,0.30081503,-0.96828822,0.0086188253,0.10728393,0.019793714,-0.031006283,0.3073034,0.29952172,0.065935894,-0.11894225,-0.15771784,-0.86421611,-0.86421611,-0.94095172,-0.68793271,-0.93508432,-0.9138489,-0.81590739,-0.85895741,-0.96546156,-0.93592838,-0.8933609,-0.60221063,-0.90398412,-0.86310658,-0.8380728,-0.91169961,-0.64866225,-0.90957537
LAYING,0.24428227,-0.018323566,-0.10213624,-0.55812944,0.2512996,-0.98822336,0.086714239,0.047395702,-0.0078643795,-0.10524727,0.083473895,0.22684215,-0.061257563,-0.077681603,-0.095983201,-0.95851536,-0.95851536,-0.96131744,-0.86490904,-0.96988892,-0.97851326,-0.95417943,-0.93136564,-0.97920951,-0.98158172,-0.91324122,-0.903989,-0.94662311,-0.93976335,-0.94949804,-0.92806194,-0.89682848,-0.94859572
LAYING,0.27051085,-0.011320588,-0.11137741,-0.56795734,0.24995298,-0.9856298,0.082669718,0.022244271,-0.00064621344,-0.080859466,-0.05265906,0.14067525,-0.082528798,-0.058463276,-0.076844937,-0.97531764,-0.97531764,-0.9694905,-0.93390927,-0.97661579,-0.98705711,-0.97401666,-0.93576617,-0.9868673,-0.98469283,-0.91413356,-0.91961736,-0.97892553,-0.97317708,-0.95356094,-0.93040004,-0.93036164,-0.95197862
LAYING,0.28146232,-0.0096429007,-0.10707218,-0.57028749,0.25328251,-0.98669623,0.077631143,0.033892588,0.012726587,-0.063436556,-0.099140397,0.094118653,-0.096506403,-0.04386837,-0.064316519,-0.98210783,-0.98210783,-0.99227418,-0.96085159,-0.99060536,-0.99673226,-0.96496134,-0.98186609,-0.99599075,-0.99162849,-0.98466111,-0.96772867,-0.99629338,-0.98773242,-0.97385019,-0.98981451,-0.97256135,-0.98807762
LAYING,0.28264319,0.0090473365,-0.09433627,-0.5686769,0.26056713,-0.98532085,0.074339066,-0.003215337,-0.0035250447,-0.035969524,-0.10672471,0.073734559,-0.079957052,-0.039502188,-0.057944483,-0.96190614,-0.96190614,-0.99269226,-0.96609131,-0.99306294,-0.99647499,-0.97289167,-0.98257246,-0.99584689,-0.99259177,-0.98646668,-0.96153116,-0.99817135,-0.99490978,-0.9820479,-0.99238628,-0.9778467,-0.99036514
LAYING,0.27792362,-0.026783183,-0.11368151,-0.56697687,0.27439103,-0.98083875,0.074895463,-0.043163315,-0.01946106,-0.003654182,-0.1016105,0.071676827,-0.087343203,-0.038183108,-0.050699152,-0.940086,-0.940086,-0.99343618,-0.97151402,-0.99628464,-0.99676186,-0.92023726,-0.97691329,-0.99626808,-0.99171334,-0.99029959,-0.97996271,-0.99775807,-0.9961415,-0.98373265,-0.9942502,-0.9862128,-0.99557545
LAYING,0.27333634,-0.050414684,-0.12498645,-0.56675464,0.26653744,-0.98362272,0.078014593,0.027573427,-0.0043020251,-0.015888797,-0.087916953,0.077709048,-0.10142204,-0.042689419,-0.053742147,-0.94638615,-0.94638615,-0.99213921,-0.97537778,-0.99465614,-0.99412885,-0.96710706,-0.98651207,-0.99192003,-0.98749953,-0.99122429,-0.96942356,-0.99714893,-0.9965041,-0.9817925,-0.99386637,-0.97881497,-0.98969202
LAYING,0.27810979,-0.026193028,-0.11006059,-0.5679661,0.24701937,-0.98993416,0.076307193,0.032730323,0.012320801,-0.031722275,-0.078370342,0.083449668,-0.096526496,-0.039950942,-0.055408849,-0.97716437,-0.97716437,-0.98594708,-0.98162766,-0.98478333,-0.99338166,-0.96073396,-0.97255902,-0.99093229,-0.98380352,-0.97383361,-0.96297836,-0.98947293,-0.99045808,-0.97211714,-0.97997012,-0.97125804,-0.97688992
LAYING,0.28030833,-0.021917533,-0.1077496,-0.56801102,0.24119219,-0.99081786,0.074680913,0.0067768073,0.017464712,-0.030804353,-0.074107194,0.085900731,-0.10730712,-0.034496793,-0.050412086,-0.99169622,-0.99169622,-0.98732773,-0.98814054,-0.98668509,-0.99682783,-0.98405919,-0.97655928,-0.99477311,-0.98495083,-0.97404962,-0.97105024,-0.98938011,-0.99014499,-0.98513014,-0.98036218,-0.97583633,-0.976632
LAYING,0.27940635,-0.019888725,-0.10831314,-0.56722637,0.23902087,-0.989987,0.075838445,0.012792821,-0.015864083,-0.029491605,-0.071977496,0.087195845,-0.10310754,-0.038155805,-0.051146094,-0.99378972,-0.99378972,-0.99174684,-0.99257702,-0.99461674,-0.99660551,-0.99004098,-0.98480982,-0.99554162,-0.99328722,-0.98264361,-0.98264485,-0.99765108,-0.99751142,-0.99140122,-0.98819217,-0.98881835,-0.99256348
LAYING,0.28083685,-0.018221169,-0.11058539,-0.56634705,0.23733964,-0.98998984,0.075027124,0.0079922903,-0.013739942,-0.027537702,-0.072812854,0.087100519,-0.10130913,-0.04039077,-0.056715461,-0.99416331,-0.99416331,-0.99040084,-0.99154658,-0.9942226,-0.99636649,-0.99262022,-0.97964693,-0.99495456,-0.99444855,-0.97723127,-0.98147979,-0.99844632,-0.99761259,-0.99104166,-0.98554173,-0.98964925,-0.99190886
LAYING,0.2793566,-0.013234671,-0.10664532,-0.56526411,0.23709298,-0.99080394,0.076127979,0.016876113,0.0046436922,-0.030071845,-0.072839056,0.085953301,-0.10027309,-0.041171219,-0.055907537,-0.9907294,-0.9907294,-0.99215512,-0.99046493,-0.99584559,-0.99561307,-0.98708039,-0.98589323,-0.99439876,-0.99333886,-0.98526987,-0.98375824,-0.99876843,-0.99803887,-0.99236346,-0.99189374,-0.98983919,-0.99533397
LAYING,0.27653064,-0.015712401,-0.10611083,-0.56485571,0.23928367,-0.99024868,0.076009552,0.0043382251,-0.0025523985,-0.02695846,-0.073424411,0.086013767,-0.094128493,-0.040694206,-0.053418397,-0.98912282,-0.98912282,-0.99259763,-0.99257902,-0.99640869,-0.99635239,-0.98479909,-0.9889151,-0.99490973,-0.99211709,-0.98568416,-0.98405461,-0.99823033,-0.99951724,-0.99197223,-0.99165163,-0.98922599,-0.99660577
LAYING,0.2771078,-0.025143618,-0.11169574,-0.56492395,0.23930216,-0.98978783,0.074414686,0.0061422499,0.006299431,-0.024497147,-0.074073696,0.085679789,-0.098031684,-0.041749796,-0.053998344,-0.99212349,-0.99212349,-0.99210533,-0.99664463,-0.99731529,-0.99846624,-0.99003723,-0.98831463,-0.99832478,-0.99315909,-0.98409161,-0.99010847,-0.99879378,-0.99958758,-0.99217763,-0.98921649,-0.99421348,-0.99766005
LAYING,0.2768767,-0.025864583,-0.11742826,-0.56491079,0.23494016,-0.99108979,0.078872971,-0.034873665,-0.11912819,-0.012845194,-0.074387058,0.071975775,-0.28061402,-0.030256243,-0.03949184,-0.97603576,-0.97603576,-0.97904111,-0.96870887,-0.97502138,-0.98665536,-0.92837533,-0.88359446,-0.98373323,-0.97695188,-0.93920181,-0.80718067,-0.99081021,-0.96035503,-0.8755028,-0.95047768,-0.81679513,-0.89600392
WALKING,0.18446909,-0.03659856,-0.083108213,0.95524463,-0.20401678,0.044092625,-0.12958643,0.076243797,0.25155046,0.24586665,-0.2121871,0.031288052,-0.12287046,-0.22801395,0.21170934,-0.18506772,-0.18506772,-0.20942205,-0.15132118,-0.4541831,-0.15066047,0.15955815,-0.43682828,-0.14957762,0.085938362,-0.49899433,-0.25077087,-0.35161212,0.0086059022,-0.14063105,-0.03785345,-0.34258953,-0.49660481
WALKING,0.31825459,0.012001973,-0.064686206,0.95210821,-0.22135477,0.044034754,0.47908576,-0.15387302,0.018849185,0.02364463,-0.13201097,0.10385146,-0.12632182,-0.093172088,0.051923927,-0.086376927,-0.086376927,-0.11179038,-0.19870827,-0.39079537,-0.10359715,0.18038041,-0.44935345,-0.13541827,0.24211748,-0.50647739,-0.30401163,-0.36687169,-0.050211081,-0.09478013,-0.050882037,-0.43697629,-0.48143152
WALKING,0.33611406,-0.0080507135,-0.101073,0.96645901,-0.22295646,0.042231721,0.15673306,-0.24079882,-0.25357289,0.011126974,-0.095987112,0.10933969,-0.034966822,-0.073510819,-0.050790856,-0.061707923,-0.061707923,-0.020118735,-0.14576944,-0.37782471,-0.065200956,0.18948367,-0.40803318,-0.036335823,0.22964003,-0.47931612,-0.19680567,-0.41813819,-0.0093848152,-0.034992052,0.016803491,-0.42979491,-0.49048739
WALKING,0.20092099,-0.012354759,-0.13551713,0.96195554,-0.21409038,0.036091751,-0.16878322,0.29452599,-0.11424534,0.037032236,-0.079899437,0.15641576,-0.059958974,-0.12702381,0.11720607,-0.11087354,-0.11087354,-0.031476302,-0.10707768,-0.37343467,-0.10545902,0.2636925,-0.34878923,0.0081337071,0.32831321,-0.37248682,-0.14623464,-0.38997986,0.0090026799,-0.033343439,0.098370733,-0.34311602,-0.42227593
WALKING,0.25387811,-0.001195452,-0.14677261,0.95447097,-0.20312898,0.034159886,0.27857094,-0.049324181,0.042290679,-0.091076981,-0.05444647,0.2009096,-0.18611353,-0.13285093,-0.30536947,-0.1532152,-0.1532152,-0.079933049,-0.15409012,-0.37494548,-0.17711941,0.22359414,-0.36359329,-0.088141038,0.26734483,-0.39454347,-0.28553076,-0.32554796,-0.024720686,-0.050013178,0.13195767,-0.27905308,-0.43271722
WALKING,0.32011355,-0.043218451,-0.11618882,0.95193366,-0.20102058,0.035455193,0.12462783,-0.057055783,0.14976937,-0.09524758,-0.023859549,0.072763081,-0.19944632,-0.023100909,-0.27418509,-0.15560154,-0.15560154,-0.086944769,-0.1803842,-0.37545364,-0.23208082,0.233753,-0.38870999,-0.13482699,0.19720078,-0.42805982,-0.2402492,-0.3667425,0.02767484,-0.11752734,0.005008659,-0.32918821,-0.48355806
WALKING,0.26430263,-0.050615541,-0.089742835,0.9481979,-0.207792,0.038727673,-0.22303042,0.31817355,0.19302884,-0.010181736,-0.0062036943,-0.023899203,-0.19881724,0.17009576,0.0073555789,-0.12644129,-0.12644129,-0.093849264,-0.14389983,-0.36059368,-0.17142845,0.27107576,-0.35210003,-0.19192063,0.16360877,-0.34168658,-0.17116346,-0.32094977,-0.094306595,-0.13252747,-0.023520006,-0.3717607,-0.43954985
WALKING,0.20803871,0.0095105126,-0.080870254,0.95145873,-0.21847727,0.04302283,0.09350344,-0.035886776,0.075593362,-0.086126543,-0.033503244,0.080845663,-0.14375399,-0.06824496,-0.026930176,-0.12634524,-0.12634524,-0.11047844,-0.14650156,-0.36285472,-0.15144733,0.1251221,-0.32431893,-0.14855801,0.10680517,-0.28886688,-0.1959649,-0.25880897,-0.08484553,-0.074808836,0.084423547,-0.31755394,-0.38265677
WALKING,0.34347813,-0.0077612858,-0.073490794,0.95811086,-0.21714548,0.045458852,0.24832324,-0.74175325,-0.37869354,-0.048666367,-0.090120566,0.1022557,0.28909368,0.090552294,-0.13949023,-0.10709942,-0.10709942,-0.095842152,-0.17682792,-0.37134328,-0.15859131,0.40460119,-0.30258949,-0.17188836,0.26279563,-0.39414369,-0.19110598,-0.25240436,-0.036931777,-0.095824178,0.13678883,-0.3491083,-0.39293691
WALKING,0.34773085,-0.03215679,-0.098822499,0.9604,-0.21541495,0.043408276,-0.24741077,-0.065131355,-0.09145997,0.055884743,-0.040996037,0.074514449,0.067963897,-0.18857514,0.076462121,-0.10907346,-0.10907346,-0.046375925,-0.1528897,-0.40355932,-0.12597282,0.14105356,-0.37993544,-0.18056457,0.29088989,-0.48938533,-0.24842001,-0.26387225,-0.043211611,0.035745454,0.072506373,-0.38228664,-0.42955447
WALKING,0.22006126,-0.015904825,-0.12673077,0.96015409,-0.22050006,0.040297524,0.022788848,0.68563538,0.087603373,0.021906611,-0.13995207,0.14547806,-0.29153544,-0.24983989,0.24050558,-0.1680765,-0.1680765,-0.13778636,-0.16031917,-0.46676962,-0.10090841,0.25082845,-0.44942013,-0.13103549,0.26292704,-0.50307413,-0.26598767,-0.33932994,-0.039108543,-0.026550077,-0.01462522,-0.38477856,-0.48425307
